날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
2020-12-16,189,3.9,2.1,7.3
2020-12-17,189,4.9,1.4,9.5
2020-12-18,189,6.5,2.7,10.9
2020-12-19,189,5.4,1.9,8.7
2020-12-20,189,5.4,1.9,9.5
2020-12-21,189,6.4,3.8,10.5
2020-12-22,189,8.5,4.8,13
2020-12-23,189,10.9,5.4,15
2020-12-24,189,12.1,7.2,15.8
2020-12-25,189,7.7,5.3,11.3
2020-12-26,189,8.4,5.3,12.5
2020-12-27,189,10.9,9.9,11.9
2020-12-28,189,11.7,7.9,15.5
2020-12-29,189,12.5,9.9,15.2
2020-12-30,189,0.7,-2.1,10
2020-12-31,189,1.8,-1.3,4.3
2021-01-01,189,4.7,2.3,6.3
2021-01-02,189,6.5,3.7,10.2
2021-01-03,189,6.3,3.8,9.1
2021-01-04,189,6.5,3.2,10.8
2021-01-05,189,7.2,4.3,10.3
2021-01-06,189,3.6,2.5,5.9
2021-01-07,189,-1.9,-3.4,2.9
2021-01-08,189,-1.7,-3.4,1.3
2021-01-09,189,0,-2.6,2.8
2021-01-10,189,2.4,-2,5.6
2021-01-11,189,4.2,2.6,6.7
2021-01-12,189,4.3,1.6,7.4
2021-01-13,189,9.7,3.8,13.1
2021-01-14,189,11.3,7.2,14.7
2021-01-15,189,14.1,11,17.1
2021-01-16,189,7.6,2.8,11.5
2021-01-17,189,3,1.3,6.5
2021-01-18,189,6.4,2.4,9.4
2021-01-19,189,5.6,2.4,9.7
2021-01-20,189,9.8,4.5,13.6
2021-01-21,189,13.4,9.6,16.6
2021-01-22,189,13.3,11.1,15.2
2021-01-23,189,12.7,10.9,14.1
2021-01-24,189,11.4,9.9,13.9
2021-01-25,189,12.4,10.6,14.9
2021-01-26,189,12.4,9.4,15.5
2021-01-27,189,9.5,5.9,13.7
2021-01-28,189,6.5,0.8,11.7
2021-01-29,189,2.7,0,6.7
2021-01-30,189,6.9,1.4,11.2
2021-01-31,189,11.2,5.1,14.8
2021-02-01,189,12.1,10.1,15.1
2021-02-02,189,6.6,2.1,11.2
2021-02-03,189,5.7,2.3,8.7
2021-02-04,189,9,6.1,11.9
2021-02-05,189,8,5.3,10.9
2021-02-06,189,10.1,5.5,14.4
2021-02-07,189,11.4,6.5,16.2
2021-02-08,189,8.2,6.1,11.1
2021-02-09,189,7.7,5.1,10.5
2021-02-10,189,9.1,5.1,12.9
2021-02-11,189,10.9,8.1,13.3
2021-02-12,189,11.9,9.6,14
2021-02-13,189,14.2,10.6,18.6
2021-02-14,189,15.6,12.9,18.9
2021-02-15,189,9.7,3.4,14.3
2021-02-16,189,6.2,2.9,9.4
2021-02-17,189,0.7,-2.3,3.9
2021-02-18,189,2,-2.1,4.6
2021-02-19,189,7.2,1.3,11.5
2021-02-20,189,13.1,9.1,16.6
2021-02-21,189,15.7,12.8,18.4
2021-02-22,189,15.9,12.4,23.6
2021-02-23,189,11.9,9.6,14.4
2021-02-24,189,11.3,7,15.3
2021-02-25,189,11.6,9.9,13.8
2021-02-26,189,11.2,9.7,12.9
2021-02-27,189,11.2,10.5,12.5
2021-02-28,189,13.7,10.6,15.9
2021-03-01,189,14.9,10.8,16.9
2021-03-02,189,9.4,4.8,13.7
2021-03-03,189,9.4,4.7,12.7
2021-03-04,189,11.9,9.9,13.7
2021-03-05,189,13.4,11.2,16
2021-03-06,189,12.5,10.3,17.5
2021-03-07,189,9.6,7.3,12.1
2021-03-08,189,10.7,6.6,15.5
2021-03-09,189,11.6,8.9,14.5
2021-03-10,189,12.7,8,18.1
2021-03-11,189,14.3,11.1,18.2
2021-03-12,189,13.6,10.8,17.4
2021-03-13,189,11.8,8.2,15.2
2021-03-14,189,13,8.5,17.7
2021-03-15,189,14.6,10.1,17.3
2021-03-16,189,15.1,12.6,17.5
2021-03-17,189,13.7,9,17.9
2021-03-18,189,14,8.6,18.4
2021-03-19,189,14.4,13.2,17.1
2021-03-20,189,15.5,12.8,19.1
